Name,Field,State,Country,Year
Faquir Chand Kohli,Science & Engineering,Maharashtra,India,2002
Frank Pallone,Public Affairs,,United States,2002
Gary Ackerman,Public Affairs,,United States,2002
Guri Ivanovich Marchuk,Science & Engineering,,Russia,2002
Habib Tanvir,Arts,Madhya Pradesh,India,2002
Henning Holck Larsen,Trade & Industry,Maharashtra,India,2002
Ismail Merchant,Arts,Maharashtra,India,2002
Jagat Singh Mehta,Civil Service,Rajasthan,India,2002
Dr. Kattassery Joseph Yesudas,Arts,Kerala,India,2002
Kottayan Katankot Venugopal,Public Affairs,Delhi,India,2002
Maharaja Krishna Rasgotra,Civil Service,Delhi,India,2002
Mario De Miranda,Literature & Education,Goa,India,2002
Nirmal Verma,Literature & Education,Delhi,India,2002
Pravinchandra Varjivan Gandhi,Trade & Industry,Maharashtra,India,2002
Ramanujam Varatharaja Perumal,Science & Engineering,Kerala,India,2002
Yevgeni Petrovich Chelyshev,Literature & Education,,Russia,2002
Zakir Hussain,Arts,Maharashtra,India,2002
Shobha Gurtu,Arts,Maharashtra,India,2002
Name,Field,State,Country,
Arcot Ramachandran,Science & Engineering,Karnataka,India,2003
Herbert Alexandrovich Yefremov,Science & Engineering,,Russia,2003
Kantilal Hastimal Sancheti,Medicine,Maharashtra,India,2003
Purshotam Lal,Medicine,Uttar Pradesh,India,2003
Ramesh Kumar,Medicine,Delhi,India,2003
Krishna Joshi,Science & Engineering,Haryana,India,2003
Sitakant Mahapatra,Literature & Education,Orissa,India,2003
Padma Subrahmanyam,Arts,Tamil Nadu,India,2003
Bagicha Singh Minhas,Science & Engineering,Delhi,India,2003
Rajinder Kumar [1],Science & Engineering,Karnataka,India,2003
Ammannur Madhava Chakyar,Arts,Kerala,India,2003
Balasubramania Rajam Iyer,Arts,Tamil Nadu,India,2003
Coluthur Gopalan,Medicine,Delhi,India,2003
Hari Shankar Singhania,Trade & Industry,Delhi,India,2003
Herbert Fischer,Public Affairs,,Germany,2003
Jagjit Singh,Arts,Maharashtra,India,2003
Jamshyd Naoroji Godrej,Trade & Industry,Maharashtra,India,2003
Madurai Narayanan Krishnan,Arts,Tamil Nadu,India,2003
Narayanan Srinivasan,Science & Engineering,Tamil Nadu,India,2003
Naseeruddin Shah,Arts,Maharashtra,India,2003
Ottupulakkal Velukkuty Vijayan,Literature & Education,Kerala,India,2003
Parasaran Kesava Iyengar,Public Affairs,Delhi,India,2003
Prabhu Chawla,Others,Delhi,India,2003
P. S. Narayanaswamy,Arts,Tamil Nadu,India,2003
Ram Badan Singh,Science & Engineering,Delhi,India,2003
Subhash Mukhopadhyay (poet),Literature & Education,West Bengal,India,2003
