2000,Vaidya Suresh Chandra Chaturvedi,Medicine,Maharashtra,India
2000,Anjolie Ela Menon,Arts,Delhi,India
2000,Hema Malini,Arts,Maharashtra,India
2000,Janaky Athi Nahappan,Social Work,,Malaysia
2000,Nabaneeta Dev Sen,Literature & Education,West Bengal,India
2000,Patricia Mukhim,Social Work,Meghalaya,India
2000,Piloo Nowshir Jungalwalla,Literature & Education,Delhi,India
2000,Santosh Yadav,Sports,Delhi,India
2000,Shubha Mudgal,Arts,Delhi,India
Year,Name,Field,State,Country
2001,Bishop Mulanakuzhiyil Abraham Thomas,Social Work,Rajasthan,India
2001,Dr. Ketayun Ardeshir Dinshaw,Science & Engineering,Maharashtra,India
2001,Dr. Avadhanam Sita Raman,Arts,Tamil Nadu,India
2001,Dr. Bhabendra Nath Saikia,Literature & Education,Assam,India
2001,Dr. Chandrashekhara Kambara,Literature & Education,Karnataka,India
2001,Dr. Chandrathil Gouri Krishnadas Nair,Science & Engineering,Karnataka,India
2001,Dr. Chittoor Mohammed Habeebullah,Medicine,Andhra Pradesh,India
2001,Dr. Dasari Prasada Rao,Medicine,Andhra Pradesh,India
2001,Dr. Dasika Durga Prasada Rao,Science & Engineering,Andhra Pradesh,India
2001,Dr. Devegowda Javaregowda,Literature & Education,Karnataka,India
2001,Dr. Jyoti Bhushan Banerji,Medicine,Uttar Pradesh,India
2001,Dr. Kallam Anji Reddy,Trade & Industry,Andhra Pradesh,India
2001,Dr. Krishna Prasad Singh Verma,Medicine,Delhi,India
2001,Dr. Madabusi Santanam Raghunathan,Science & Engineering,Maharashtra,India
2001,Dr. Madhavan Krishnan Nair,Medicine,Kerala,India
2001,Dr. Mool Chand Maheshwari,Medicine,Delhi,India
2001,Dr. Nerella Venumadhav,Arts,Andhra Pradesh,India
2001,Dr. Paul Ratnasamy,Science & Engineering,Maharashtra,India
2001,Dr. Prem Shanker Goel,Science & Engineering,Karnataka,India
2001,Dr. Ravindra Kumar,Literature & Education,Uttar Pradesh,India
2001,Dr. S. T. Gnanananda Kavi,Literature & Education,Andhra Pradesh,India
2001,Dr. Sandip Kumar Basu,Science & Engineering,Delhi,India
2001,Dr. Sanjaya Rajaram,Science & Engineering,,Mexico
2001,Dr. Sharad Kumar Dicksheet,Medicine,,United States
2001,Siramdasu Venkata Rama Rao,Arts,Andhra Pradesh,India
2001,Sunil Kothari,Arts,Delhi,India
2001,Thirumalachari Ramasami,Science & Engineering,Tamil Nadu,India
2001,Dr. (Prof.) Bhupathiraju Somaraju,Medicine,Andhra Pradesh,India
2001,Dr. (Smt) Gouri Sen,Medicine,Delhi,India
2001,Lt.Gen. Mohammad Ahmed Zaki,Civil Service,Andhra Pradesh,India
2001,Ms. Alaka Keshav Deshpande,Medicine,Maharashtra,India
2001,Ms. Bhuvneshwari Kumari,Sports,Delhi,India
2001,Ms. Malathi Krishnamurthy Holla,Sports,Karnataka,India
2001,Ms. Sunita Rani,Sports,Punjab,India
2001,Ms. Tulasi Munda,Social Work,Orissa,India
2001,Prof. Ashoke Sen,Science & Engineering,Uttar Pradesh,India
2001,Prof. Bala V. Balachandran,Literature & Education,,United States
2001,Prof. Bikash Chandra Sinha,Science & Engineering,West Bengal,India
2001,Prof. Goverdhan Mehta,Science & Engineering,Karnataka,India
2001,Prof. Mohammad Shafi (scientist),Science & Engineering,Uttar Pradesh,India
2001,Prof. Suhas Pandurang Sukhatme,Science & Engineering,Maharashtra,India
2001,Prof. Tiruppattur Venkatachalamurti Ramakrishnan,Science & Engineering,Karnataka,India
2001,Aamir Raza Husain,Arts,Delhi,India
2001,Bisweswar Bhattacharjee,Science & Engineering,Maharashtra,India
2001,Datla Venkata Suryanarayana Raju,Arts,Andhra Pradesh,India
2001,Dhanraj Pillay,Sports,Maharashtra,India
2001,Elattuvalapil Sreedharan,Civil Service,Kerala,India
2001,Kalidas Gupta Riza,Literature & Education,Maharashtra,India
2001,Kandathil Mammen Philip,Trade & Industry,Maharashtra,India
2001,Keshavkumar Chintaman Ketkar,Literature & Education,Maharashtra,India
2001,Khalid Abdul Hamid Ansari,Literature & Education,Maharashtra,India
2001,Laishram Nabakishore Singh,Medicine,Manipur,India
2001,Leander Adrian Paes,Sports,West Bengal,India
2001,Mahesh Bhupathi,Sports,Karnataka,India
2001,Manoj Das,Literature & Education,Puducherry,India
2001,Mohammed Tayab Khan,Arts,Rajasthan,India
2001,Mohan Ranade,Public Affairs,Maharashtra,India
2001,Mohanlal Viswanathan Nair,Arts,Kerala,India
2001,Sripathi Panditharadhyula Balasubrahmanyam,Arts,Andhra Pradesh,India
2001,Thota Tharani,Arts,Tamil Nadu,India
2001,Vachnesh Tripathi,Literature & Education,Uttar Pradesh,India
2001,Vijay Kumar Chaturvedi,Science & Engineering,Maharashtra,India
2001,Jeelani Bano,Literature & Education,Andhra Pradesh,India
2001,Padma Sachdev,Literature & Education,Delhi,India
2001,Padmaja Phenany Joglekar,Arts,Maharashtra,India
2001,Shobha Naidu,Arts,Andhra Pradesh,India
2001,Narayan Patkar,Arts,Maharashtra,India
Year,Name,Field,State,Country
2002,Dr. Anand Swarup Arya,Science & Engineering,Uttarakhand,India
2002,Dr. Apathukatha Sivathanu Pillai,Science & Engineering,Delhi,India
2002,Dr. Ashok Jhunjhunwala,Science & Engineering,Tamil Nadu,India
2002,Dr. Ashok Ramchandra Kelkar,Literature & Education,Maharashtra,India
2002,Dr. Atluri Sriman Narayana,Medicine,Andhra Pradesh,India
2002,Dr. Byrana Nagappa Suresh,Science & Engineering,Kerala,India
2002,Dr. Chaitanyamoy Ganguly,Science & Engineering,Andhra Pradesh,India
2002,Dr. Duvvuru Nageshwar Reddy,Medicine,Andhra Pradesh,India
2002,Dr. Gullapalli Nageswara Rao,Medicine,Andhra Pradesh,India
2002,Dr. Harsh Mahajan (radiologist),Medicine,Delhi,India
2002,Dr. Harshel Sawi Luaia,Social Work,Mizoram,India
2002,Dr. Idupuganti Venkata Subba Rao,Science & Engineering,Andhra Pradesh,India
2002,Dr. Kamaljit Singh Paul,Medicine,,United States
2002,Dr. Karimpat Mathangi Ramakrishnan,Medicine,Tamil Nadu,India
2002,Dr. Kim Yang-shik,Literature & Education,,India
2002,Dr. Kiran Martin,Social Work,Delhi,India
2002,Dr. Kota Harinarayana,Science & Engineering,Karnataka,India
2002,Dr. Munirathna Anandakrishnan,Literature & Education,Tamil Nadu,India
2002,Dr. Pradeep Kumar Chowbey,Medicine,Delhi,India
2002,Dr. Prahlad Kumar Sethi,Medicine,Delhi,India
2002,Dr. Prakash Murlidhar Amte,Social Work,Maharashtra,India
2002,Dr. Prakash Nanalal Kothari,Medicine,Maharashtra,India
2002,Dr. Satish Chandra Rai,Public Affairs,Uttar Pradesh,India
2002,Dr. Sivananda Rajaram,Social Work,Tamil Nadu,India
2002,Dr. Suresh H. Advani,Medicine,Maharashtra,India
2002,Dr. Turlapaty Kutumba Rao,Literature & Education,Andhra Pradesh,India
2002,Dr. Vikram Marwah,Medicine,Maharashtra,India
2002,Mrs. Saroja Vaidyanathan,Arts,Delhi,India
2002,Ms. Darshana Navnitlal Jhaveri,Arts,Maharashtra,India
2002,Ms. Diana Fram Edulji,Sports,Maharashtra,India
2002,Ms. Kiran Segal,Arts,Delhi,India
2002,Pandit Vishwa Mohan Bhatt,Arts,Rajasthan,India
2002,Prof. Amitav Malik,Science & Engineering,Delhi,India
2002,Prof. Dorairajan Balasubramanian,Science & Engineering,Andhra Pradesh,India
2002,Prof. Narayanaswamy Balakrishnan,Science & Engineering,Karnataka,India
2002,Prof. Padmanabhan Balaram,Science & Engineering,Karnataka,India
2002,Prof. Ramanath Cowsik,Science & Engineering,Karnataka,India
2002,Prof. Vijay Kumar Dada,Medicine,Delhi,India
2002,Dimitris C. Velissaropoulos,Literature & Education,,Greece
2002,Fazal Mohammad,Arts,Uttar Pradesh,India
2002,Gopal Chhotray,Literature & Education,Delhi,India
2002,Govind Nihalani,Arts,Maharashtra,India
2002,Gyan Chand Jain,Literature & Education,Delhi,India
2002,Hirebettu Sadananda Kamath,Science & Engineering,Maharashtra,India
2002,Jaspal Rana,Sports,Delhi,India
2002,Katuru Narayana,Science & Engineering,Andhra Pradesh,India
2002,Madhu Mangesh Karnik,Literature & Education,Maharashtra,India
2002,Mani Ratnam,Arts,Tamil Nadu,India
2002,Muzaffer Hussain,Literature & Education,Maharashtra,India
2002,Navaneetham Padmanabha Seshadri,Arts,Delhi,India
2002,Phillips Talbot,Public Affairs,,United States
2002,Rajan Devadas,Arts,,United States
2002,Taro Nakayama,Public Affairs,,Japan
2002,Thettagudi Hariharasarama Vinayakram,Arts,Tamil Nadu,India
2002,Veettikat Kunduthodiyil Madhvan Kutty,Literature & Education,Haryana,India
2002,Virendra Kumar Sharma,Science & Engineering,Maharashtra,India
2002,Viresh Pratap Chaudhry,Public Affairs,Delhi,India
2002,Wannakuwattawaduge Don Amardeva,Arts,,Sri Lanka
2002,Mani Krishnaswami,Arts,Tamil Nadu,India
2002,Manorama,Arts,Tamil Nadu,India
2002,Norma Alvares,Social Work,Goa,India
2002,Prema Narendra Purao,Social Work,Maharashtra,India
2002,Pushpa Bhuyan,Arts,Assam,India
2002,Raj Begum,Arts,Jammu and Kashmir,India
2002,Abdul Latif Khan,Arts,Madhya Pradesh,India
Year,Name,Field,State,Country
2003,Dr. Ashok Seth,Medicine,Delhi,India
2003,Dr. Chawngthu Lalhmingliana,Social Work,Mizoram,India
2003,Dr. Francis Dore,Public Affairs,,France
2003,Dr. Gyan Chandra Mishra,Science & Engineering,Maharashtra,India
2003,Dr. Jagdish Chaturvedi (writer),Literature & Education,Delhi,India
2003,Dr. Jai Bhagwan Chowdhury,Science & Engineering,Haryana,India
2003,Dr. Jai Pal Mittal,Science & Engineering,Maharashtra,India
2003,Dr. Motilal Jotwani,Literature & Education,Delhi,India
2003,Dr. Neelakanta Ramakrishna Madhava Menon,Public Affairs,Kerala,India
2003,Dr. Pritam Singh,Literature & Education,Uttar Pradesh,India
2003,Dr. Rajagopalan Krishnan Vaidian,Medicine,Kerala,India
2003,Dr. Sarvagya Singh Katiyar,Science & Engineering,Uttar Pradesh,India
2003,Dr. Vijay Prakash Singh,Medicine,Bihar,India
2003,Dr. Yarlagadda Lakshmi Prasad,Literature & Education,Andhra Pradesh,India
2003,Ms. Jyotirmoyee Sikdar,Sports,West Bengal,India
2003,Ms. Malavika Sarukkai,Arts,Tamil Nadu,India
2003,Ms. Ranjana Gauhar,Arts,Delhi,India
2003,Pandit Satish Chintaman Vyas,Arts,Maharashtra,India
2003,Prof Jagdev Singh Guleria,Medicine,Delhi,India
2003,Prof. Asok Kumar Barua,Science & Engineering,West Bengal,India
2003,Prof. Gopal Chandra Mitra,Science & Engineering,Orissa,India
2003,Prof. Narayana Panicker Kochupillai,Medicine,Delhi,India
2003,Prof. Ram Gopal Bajaj,Arts,Andhra Pradesh,India
2003,Prof. (Smt) Rita Ganguly,Arts,Delhi,India
2003,Aamir Khan,Arts,Maharashtra,India
2003,Baburao Govindrao Shirke,Science & Engineering,Maharashtra,India
2003,Danny Denzongpa,Arts,Maharashtra,India
2003,Gopal Purushottam Phadke,Sports,Maharashtra,India
2003,Jahnu Barua,Literature & Education,Assam,India
2003,Kanhaya Lal Pokhriyal,Sports,Uttarakhand,India
2003,Kishorebhai Ratilal Zaveri,Social Work,Delhi,India
2003,Mahendra Singh Sodha,Science & Engineering,Uttar Pradesh,India
2003,Manthiram Natarajan,Science & Engineering,Delhi,India
2003,Manzoor Ahtesham,Literature & Education,Madhya Pradesh,India
2003,Nagarajan Vedachalam,Science & Engineering,Kerala,India
2003,Nalli Kuppuswami Chettiar,Trade & Industry,Tamil Nadu,India
2003,Nandanoori Mukesh Kumar,Sports,Andhra Pradesh,India
2003,Nemi Chandra Jain,Arts,Delhi,India
2003,Nokdenlemba,Literature & Education,Nagaland,India
2003,Om Prakash Jain,Arts,Delhi,India
2003,Pratapsinh Ganpatrao Jadhav,Others,Maharashtra,India
2003,Ramasamy Vairamuthu,Literature & Education,Tamil Nadu,India
2003,Sadashiv Vasantrao Gorakshkar,Arts,Maharashtra,India
2003,Shailendra Nath Shrivastava,Literature & Education,Bihar,India
2003,Shivram Baburao Bhoje,Science & Engineering,Maharashtra,India
2003,Srinivas Venkataraghavan,Sports,Tamil Nadu,India
2003,Sundaram Ramakrishnan,Science & Engineering,Kerala,India
2003,Tekkatte Narayan Shanbhag,Literature & Education,Maharashtra,India
2003,T. M. Soundararajan,Arts,Tamil Nadu,India
2003,Vadiraj Raghavendra Katti,Science & Engineering,Karnataka,India
2003,Kshetrimayum Ongbi Thouranisabi Devi,Arts,Manipur,India
2003,Raakhee,Arts,Maharashtra,India
2003,Sukumari,Arts,Tamil Nadu,India
2003,Verna Elizabeth Watre Ingty,Social Work,Meghalaya,India
2003,Ustad Shafaat Ahmed Khan,Arts,Delhi,India
Year,Name,Field,State,Country
2004,Dr. Arun Trimbak Dabke,Medicine,Chhattisgarh,India
2004,Dr. Ashwin Balachand Mehta,Medicine,Maharashtra,India
2004,Dr. Devi Prasad Shetty,Medicine,Karnataka,India
2004,Dr. Gopal Prasad Sinha,Medicine,Bihar,India
2004,Dr. Kudli Nanjuda Ghanpathi Shankara,Science & Engineering,Gujarat,India
2004,Dr. Kumarpal Desai,Literature & Education,Gujarat,India
2004,Dr. Lalji Singh,Science & Engineering,Andhra Pradesh,India
2004,Dr. Ramesh Chandra Shah,Literature & Education,Madhya Pradesh,India
2004,Dr. Samuel Paul,Literature & Education,Karnataka,India
2004,Dr. Sharad Moreshwar Hardikar,Medicine,Maharashtra,India
2004,Dr. Shyam Narain Panday,Literature & Education,Uttar Pradesh,India
2004,Dr. Siddhartha Mehta,Medicine,Delhi,India
2004,Dr. Subhash Chand Manchanda,Medicine,Delhi,India
2004,Dr. Surinder Kumar Sama,Medicine,Delhi,India
2004,Dr. Syed Shah Mohammed Hussaini,Literature & Education,Karnataka,India
2004,Dr. Tumkur Seetharamiah Prahlad,Science & Engineering,Karnataka,India
2004,Dr. Vishweshwaraiah Prakash,Science & Engineering,Karnataka,India
2004,Dr. (Smt.) Dalip Kaur Tiwana,Literature & Education,Punjab,India
2004,Dr. (Smt.) Tatyana Yakovlevna Elizarenkova,Literature & Education,,Russia
2004,Keezhpadam Kumaran Nair,Arts,Kerala,India
2004,Guru Shri Veernala Jayarama Rao,Arts,Delhi,India
2004,Meher Jehangir Banaji,Social Work,Maharashtra,India
2004,Ms. Flora Isabel MacDonald,Public Affairs,,Canada
2004,Ms. K. M. Beenamol,Sports,Kerala,India
2004,Ms. Premlata Puri,Literature & Education,Delhi,India
2004,Pandit Bhajan Sopori,Arts,Delhi,India
2004,Pandit Surinder Singh,Arts,Delhi,India
2004,Prof. Anil Kumar Gupta,Literature & Education,Gujarat,India
2004,Prof. Asifa Zamani,Literature & Education,Uttar Pradesh,India
2004,Prof. Hamlet Bareh Ngapkynta,Literature & Education,Meghalaya,India
2004,Prof. Kesava Paniker Ayyappa Paniker,Literature & Education,Kerala,India
2004,Prof. Mamannamana Vijayan,Science & Engineering,Karnataka,India
2004,Prof. Prithvi Nath Kaula,Literature & Education,Uttar Pradesh,India
2004,Prof. Rajan Saxena,Medicine,Uttar Pradesh,India
2004,Prof. Rajpal Singh Sirohi,Science & Engineering,Delhi,India
2004,Prof. Dr. Heinrich von Stietencron,Literature & Education,,Germany
2004,Prof. (Smt) Sunita Jain,Literature & Education,Delhi,India
2004,Pt. Damodar Keshav Datar,Arts,Maharashtra,India
2004,Hariharan,Arts,Maharashtra,India
2004,Anupam Kher,Arts,Maharashtra,India
2004,Aubakir Dastanuly Nilibayev,Literature & Education,,Kazakhstan
2004,Bal Gangadhar Samant,Literature & Education,Maharashtra,India
2004,Batchu Lutchmiah Srinivasa Murthy,Social Work,Karnataka,India
2004,P. Bharathiraja,Arts,Tamil Nadu,India
2004,Dilip Kumar Tirkey,Sports,Orissa,India
2004,Haridwaramangalam A. K. Palanivel,Arts,Tamil Nadu,India
2004,Heisnam Kanhailal,Arts,Manipur,India
2004,Kadri Gopalnath,Arts,Karnataka,India
2004,Kanhaiya Lal Sethia,Literature & Education,Rajasthan,India
2004,Kantibhai Baldevbhai Patel,Arts,Gujarat,India
2004,Krishn Kanhai,Arts,Uttar Pradesh,India
2004,Leeladhar Jagudi,Literature & Education,Uttarakhand,India
2004,Maguni Charan Das,Arts,Orissa,India
2004,Manoranjan Das,Arts,Orissa,India
2004,Morup Namgyal,Arts,Jammu and Kashmir,India
2004,Nalini Ranjan Mohanty,Science & Engineering,Karnataka,India
2004,Nampally Divakar,Science & Engineering,Andhra Pradesh,India
2004,Neyyattinkara Vasudevan,Arts,Kerala,India
2004,P. Parameswaran,Literature & Education,Kerala,India
2004,Purshottam Das Jalota,Arts,Maharashtra,India
2004,Rahul Dravid,Sports,Karnataka,India
2004,Satish Kumar Kaura,Science & Engineering,Delhi,India
2004,Sourav Ganguly,Sports,West Bengal,India
2004,Sudhir Tailang,Literature & Education,Delhi,India
2004,Anju Bobby George,Sports,Kerala,India
2004,Bharati Shivaji,Arts,Delhi,India
2004,Gowri Ishwaran,Literature & Education,Delhi,India
2004,Gurmayum Anita Devi,Sports,Manipur,India
2004,Queenie Rynjah,Social Work,Meghalaya,India
2004,Sharayu Daftary,Trade & Industry,Maharashtra,India
2004,Sikkil Natesan Neela,Arts,Tamil Nadu,India
2004,Sikkil Venkatraman Kunjumani,Arts,Tamil Nadu,India
2004,Sudha Raghunathan,Arts,Tamil Nadu,India
2004,Yogachar Sadashiv Prahlad Nimbalkar,Sports,Maharashtra,India
Year,Name,Field,State,Country
2005,Dr. Cyrus Soli Poonawalla,Medicine,Maharashtra,India
2005,Dr. Dipankar Banerjee,Science & Engineering,Delhi,India
2005,Dr. Govindaswamy Bakthavathsalam,Medicine,Tamil Nadu,India
2005,Dr. Jitendra Mohan Hans,Medicine,Delhi,India
2005,Dr. Narendranath Lavu,Medicine,Andhra Pradesh,India
2005,Dr. Paneenazhikath Narayana Vasudeva Kurup,Medicine,Delhi,India
2005,Dr. S. B. Mujumdar,Literature & Education,Maharashtra,India
2005,Dr. Srikumar Banerjee,Science & Engineering,Maharashtra,India
2005,Dr. Veer Singh Mehta,Medicine,Delhi,India
2005,Guru Kedar Nath Sahoo,Arts,Jharkhand,India
2005,Kum. Hema Bharali,Social Work,Assam,India
2005,Rajyavardhan Singh Rathore,Sports,Rajasthan,India
2005,Indira Jaising,Public Affairs,Delhi,India
2005,Mehrunnisa Parvez,Literature & Education,Madhya Pradesh,India
2005,Rachel Thomas,Sports,Delhi,India
2005,Sunita Narain,Others,Delhi,India
2005,Prof. Amiya Kumar Bagchi,Literature & Education,West Bengal,India
2005,Prof. Bhagavatula Dattaguru,Science & Engineering,Karnataka,India
2005,Prof. Darchhawna,Literature & Education,Mizoram,India
2005,Prof. Jagtar Singh Grewal,Literature & Education,Chandigarh,India
2005,Prof. Madappa Mahadevappa,Science & Engineering,Karnataka,India
2005,Prof. Madhu Sudan Kanungo,Science & Engineering,Uttar Pradesh,India
2005,Raasacha Swami Ram Swaroop Sharma,Arts,Uttar Pradesh,India
2005,Rev. Lalsawma,Social Work,Mizoram,India
2005,Amin Kamil,Literature & Education,Jammu and Kashmir,India
2005,Anil Kumble,Sports,Karnataka,India
2005,Banwari Lal Chouksey,Science & Engineering,Madhya Pradesh,India
2005,Bilat Paswan Vihangam,Literature & Education,Bihar,India
2005,Chaturbhuj Meher,Arts,Orissa,India
2005,Gadul Singh Lama (Sanu Lama),Literature & Education,Sikkim,India
2005,Gurbachan Singh Randhawa,Sports,Delhi,India
2005,K. C. Reddy (scientist),Science & Engineering,Karnataka,India
2005,Kunnakudi Ramaswami Sastri Vaidyanathan,Arts,Tamil Nadu,India
2005,Mammen Mathew,Literature & Education,Kerala,India
2005,Manas Chaudhuri,Literature & Education,Meghalaya,India
2005,Manuel Santana Aguiar alias M. Boyer,Arts,Goa,India
2005,Muzaffar Ali,Arts,Delhi,India
2005,Nana M. Chudasama,Social Work,Maharashtra,India
2005,Pullela Gopichand,Sports,Andhra Pradesh,India
2005,Punaram Nishad,Arts,Chhattisgarh,India
2005,Puran Chand Wadali,Arts,Punjab,India
2005,Shah Rukh Khan,Arts,Maharashtra,India
2005,Sougaijam Thanil Singh,Arts,Manipur,India
2005,Sushil Sahai,Science & Engineering,Uttar Pradesh,India
2005,Vasudevan Gnana Gandhi,Science & Engineering,Kerala,India
2005,Smt. Gladys June Staines,Social Work,,Australia
2005,Kavita Krishnamurthy,Arts,Karnataka,India
2005,Komala Varadan,Arts,Delhi,India
2005,K. S. Chitra,Arts,Kerala,India
2005,Kumkum Mohanty,Arts,Orissa,India
2005,Shameem Dev Azad,Arts,Delhi,India
2005,Shobhana Bhartia,Literature & Education,Delhi,India
2005,Theilin Phanbuh,Social Work,Meghalaya,India
2005,Yumlembam Gambhini Devi,Arts,Manipur,India
2005,Ustad Ghulam Sadiq Khan,Arts,Delhi,India
Year,Name,Field,State,Country
2006,Dr. Anil Prakash Joshi,Social Work,Uttarakhand,India
2006,Dr. Bhuvaraghan Palaniappan,Medicine,Tamil Nadu,India
2006,Dr. Bonbehari Vishnu Nimbkar,Science & Engineering,Maharashtra,India
2006,Dr. Devappagowda Chinnaiah,Medicine,Karnataka,India
2006,Dr. Ghanashyam Mishra,Medicine,Orissa,India
2006,Dr. Harbhajan Singh Rissam,Medicine,Delhi,India
2006,Dr. Harsh Kumar Gupta,Science & Engineering,Andhra Pradesh,India
2006,Dr. Laltluangliana Khiangte,Literature & Education,Mizoram,India
2006,Dr. Lothar Lutze,Literature & Education,,Germany
2006,Dr. R. Balasubramanian,Science & Engineering,Tamil Nadu,India
2006,Dr. Sanjeev Bagai,Medicine,Delhi,India
2006,Dr. Seyed Ehtesham Hasnain,Science & Engineering,Andhra Pradesh,India
2006,Dr. Suwalal Chhaganmal Bafna,Social Work,Maharashtra,India
2006,Dr. Swaminathan Sivaram,Science & Engineering,Maharashtra,India
2006,Dr. Tehemton Erach Udwadia,Medicine,Maharashtra,India
2006,Dr. Yashodhar Mathpal,Arts,Uttarakhand,India
2006,Dr. (Smt.) Ileana Citaristi,Arts,Orissa,India
2006,Dr. (Smt.) Mehmooda Ali Shah,Literature & Education,Jammu and Kashmir,India
2006,Dr. (Smt.) Tsering Landol,Medicine,Jammu and Kashmir,India
2006,Guru Shyama Charan Pati,Arts,Jharkhand,India
2006,Miss Sania Mirza,Sports,Andhra Pradesh,India
2006,Ms. Ajeet Cour,Literature & Education,Delhi,India
2006,Ms. Mangte Chungneijang Mary Kom,Sports,Manipur,India
2006,Ms. Shobana Chandrakumar,Arts,Kerala,India
2006,Ms. Sucheta Dalal,Journalism,Maharashtra,India
2006,Prof. Hakim Syed Zillur Rahman,Medicine,Uttar Pradesh,India
2006,Prof. Narendra Kumar (scientist),Science & Engineering,Karnataka,India
2006,Prof. Sitanshu Yashaschandra,Literature & Education,Gujarat,India
2006,Prof. (Dr.) Kamal Kumar Sethi,Medicine,Delhi,India
2006,Prof. (Dr.) Mohan Kameswaran,Medicine,Tamil Nadu,India
2006,Prof.(Dr) Upendra Kaul,Medicine,Delhi,India
2006,Sheikh Abdul Rahman Bin Abdullah Al-Mahmoud,Public Affairs,,Qatar
2006,Aribam Syam Sharma,Arts,Manipur,India
2006,Bahadur Singh Sagoo,Sports,Punjab,India
2006,J. N. Chaudhry,Civil Service,Delhi,India
2006,Kashmiri Lal Zakir,Literature & Education,Chandigarh,India
2006,Kavungal Chathunni Panicker,Arts,Kerala,India
2006,Madhup Mudgal,Arts,Delhi,India
2006,Mehmood Dhaulpuri,Arts,Delhi,India
2006,Melhupra Vero,Social Work,Nagaland,India
2006,Mohan Singh Gunjyal,Sports,Arunachal Pradesh,India
2006,P.S. Bedi,Social Work,Delhi,India
2006,Pankaj Udhas,Arts,Maharashtra,India
2006,Prasad Sawkar,Arts,Goa,India
2006,Rajendra Kumar Saboo,Social Work,Chandigarh,India
2006,Shree Lal Joshi,Arts,Rajasthan,India
2006,Suresh Krishna,Trade & Industry,Tamil Nadu,India
2006,Sister Sudha Varghese,Social Work,Bihar,India
2006,Fatima Rafiq Zakaria,Literature & Education,Maharashtra,India
2006,Gayatri Sankaran,Arts,Tamil Nadu,India
2006,Kanaka Srinivasan,Arts,Delhi,India
2006,Madhumita Bisht,Sports,Delhi,India
2006,Mrinal Pande,Journalism,Delhi,India
2006,Shahnaz Husain,Trade & Industry,Delhi,India
2006,Shri. Abhinesh Michael Fernandez,Social Work,Karnataka,India
2006,Sugathakumari,Literature & Education,Kerala,India
2006,Surinder Kaur,Arts,Haryana,India
2006,Vasundhara Komkali,Arts,Madhya Pradesh,India
2006,Swami Hari Govind Maharaj,Arts,Uttar Pradesh,India
2006,Ustad Rashid Khan,Arts,West Bengal,India
Year,Name,Field,State,Country
2007,Rajmata Goverdan Kumarri,Arts,Gujarat,India
2007,Dr. (Smt.) Ananda Shankar Jayant,Arts,Andhra Pradesh,India
2007,Dr. (Smt.) Temsula Ao,Literature & Education,Nagaland,India
2007,Dr. Ashok Kumar Hemal,Medicine,Delhi,India
2007,Dr. Atul Kumar,Medicine,Delhi,India
2007,Dr. B. Paul Thaliath,Medicine,Uttar Pradesh,India
2007,Dr. Bakul Harshadrai Dholakia,Literature & Education,Gujarat,India
2007,Dr. Balbir Singh,Medicine,Delhi,India
2007,Dr. Baldev Raj,Science & Engineering,Tamil Nadu,India
2007,Dr. K.R. Palaniswamy,Medicine,Tamil Nadu,India
